latitude,longitude,year,SOC,bushland,cropland,forest,grassland,mangrove,shrubland,thicket,wooded_grassland,woodland,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,EVI,ST_B10
1.412555869,35.1953191,2021.0,8.53235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20262750000000002,0.276135,0.25331,0.32921000000000006,0.2389,0.17831750000000002,0.14273745617029215,256.28822978
1.412555869,35.1953191,2021.0,8.53235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5381,0.5117825,0.51069625,0.56000375,0.25520750000000003,0.25579875,0.21249297009619744,157.49207069
1.412555869,35.1953191,2021.0,8.53235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10008,0.17873,0.20468999999999998,0.3464525,0.33212500000000006,0.24140250000000002,0.19029709119768123,272.93056916
1.405549009,35.19693606,2021.0,8.1142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.210575,0.28064500000000003,0.2793525,0.42150000000000004,0.39831750000000005,0.33119000000000004,0.23405661915198064,272.2538012
1.405549009,35.19693606,2021.0,8.1142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32340750000000007,0.35946,0.36321375,0.49368750000000006,0.434315,0.34520125,0.2619411759814652,290.98284178999995
1.405549009,35.19693606,2021.0,8.1142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1725425,0.19817250000000003,0.21461750000000002,0.34326249999999997,0.19149,0.1594525,0.2237120978134684,214.69092638
1.405549009,35.19693606,2021.0,8.1142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.511315,0.36295249999999996,0.3715325,0.38393499999999997,0.2250125,0.15659250000000002,0.15141216055466725,261.2648669
1.405549009,35.19693606,2021.0,8.1142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43628125,0.42539125000000005,0.42654625,0.49067625000000004,0.23595750000000001,0.22744625000000002,0.20636437290292003,163.81369868000002
1.405549009,35.19693606,2021.0,8.1142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03647249999999999,0.0875125,0.10442499999999999,0.314745,0.254465,0.20345249999999998,0.22210283557838464,269.77915472
1.411747385,35.19208516,2021.0,7.5367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26439250000000003,0.2723125,0.29203,0.42114250000000003,0.36957999999999996,0.30814500000000006,0.27115844431866754,275.69916536
1.411747385,35.19208516,2021.0,7.5367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12118625000000001,0.15811875000000003,0.16280750000000002,0.271405,0.23051249999999998,0.16789499999999996,0.20039150376294268,291.76898639
1.411747385,35.19208516,2021.0,7.5367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07241500000000001,0.11795499999999998,0.12331750000000002,0.34342750000000005,0.16465000000000002,0.1609375,0.21180155791351607,246.07518602
1.411747385,35.19208516,2021.0,7.5367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15425499999999998,0.21250000000000002,0.21404,0.3861625,0.360725,0.2680775,0.28431390362671705,294.32053831999997
1.411747385,35.19208516,2021.0,7.5367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52853,0.5073274999999999,0.50640625,0.55516375,0.2571325,0.2591675,0.1878475104563188,160.34782639999997
1.411747385,35.19208516,2021.0,7.5367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22638750000000002,0.25738,0.26959,0.42535000000000006,0.36069750000000006,0.2838075,0.1601461397639037,270.12437474
1.409052439,35.19397162,2021.0,10.8194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08466625,0.11235875,0.11645625,0.25766875,0.20752250000000003,0.16229875,0.2655876185248319,287.94593102
1.409052439,35.19397162,2021.0,10.8194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006071249999999986,0.04598749999999999,0.029996250000000002,0.24721875000000001,0.134235,0.07471125,0.22099190852814157,295.60913186
1.409052439,35.19397162,2021.0,10.8194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12469249999999998,0.18165875,0.1883275,0.29367999999999994,0.15993375,0.14214125,0.21926372193185145,240.58071887
1.409052439,35.19397162,2021.0,10.8194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50049375,0.48238499999999995,0.48792625,0.546735,0.2504225,0.19248,0.14052176119136528,276.07343855
1.409052439,35.19397162,2021.0,10.8194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48264625000000005,0.4633275,0.46196625,0.52026625,0.2462975,0.2422275,0.21858131504198489,161.2877819
1.409052439,35.19397162,2021.0,10.8194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030230000000000007,0.12458249999999998,0.12466500000000003,0.3275875,0.2966225,0.2213275,0.23427976432344577,272.48280854
1.406357493,35.19397162,2021.0,7.5565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.065375,0.12126875000000001,0.12636999999999998,0.2778675,0.23558625,0.175375,0.24522751587984287,288.88588652
